,Definition ID,Database,Table,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Technical check,Business check,RK 2
,692,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Activity_Month,Derived activity month value based on Episode_End_Date field in the format YYYYMM.,varchar(6),Yes,Takes the year and month values from the Episode_End_Date.,,,RK,SS,
,1093,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Activity_Month,Derived activity month value based on Discharge_Date field in the format YYYYMM.,varchar(6),Yes,Takes the year and month values from the Discharge_Date.,,,RK,SS,
,1102,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Admit_Treatment_Function_Code,The derived treatment function code for the spell based on the first (admission) episode in the spell.,varchar(3),Yes,"The treatment function code for the spell, based on the treatment function code recorded for the first episode in the spell.",,,RK,SS,
,691,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Age_At_CDS_Activity_Date,Derived age using the Date_of_Birth and Episode_End_Date fields.,int,Yes,Calculated using the patient's date of birth and the Episode End Date.,,,RK,SS,
,1092,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Age_at_CDS_Activity_Date,Derived age using the Date_of_Birth and Discharge_Date fields.,int,Yes,Calculated using the patient's date of birth and Discharge_Date.,,,RK,SS,
,690,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Commissioner_Code,"'Cleansed' commissioner code derived from the provider supplied value, formatted as 3 except where provider supplied value begins with 'Y' (old SCG codes), when the first 5 characters are retained..",varchar(5),Yes,"When Commissioner_Code starts with 'Y' then the  first 5 characters of Commissioner_Code are taken, otherwise the first three characters are taken.",,,RK,SS,
,1090,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Commissioner_Code,"'Cleansed' commissioner code derived from the provider supplied value, formatted as 3 except where provider supplied value begins with 'Y' (old SCG codes), when the first 5 characters are retained..",varchar(5),Yes,"When Commissioner_Code starts with 'Y' then the  first 5 characters of Commissioner_Code are taken, otherwise the first three characters are taken.",,,RK,SS,
,1091,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Commissioner_Count,A count of the total number of distinct 'Commissioner Code' values on the underlying episode record(s).,int,Yes,Counts the total number of different commissioners for episodes within the spell.  Calculated using Der_Commissioner_Code and APCS_Ident in the APCE table.,,,RK,SS,
,765,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Diagnosis_All,"Concatenated string of all of the populated '***_Diagnosis_Code_[01-24] fields in the record (in the format Diag_01, Diag_02, Diag_03, etc.).",varchar(200),Yes,Concatenates strings of all of the populated Der_Primary_Diagnosis_Code and Der_Secondary_Diagnosis_Code_[01-23] fields in the record.,,,RK,SS,
,1100,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Diagnosis_All,"Concatenated string of all of the populated '*_Diagnosis_Code_[01-24] fields in the record (in the format ||FCE1.Diag_01, FCE1.Diag_02, FCE1.Diag_03||FCE2.Diag_01, FCE2.Diag_02 etc.) within the underlying episode record(s).",varchar(1500),Yes,"Concatenates strings of all of the populated Der_Primary_Diagnosis_Code and Der_Secondary_Diagnosis_Code_[01-23] fields in the record (in the format ||FCE1.Diag_01, FCE1.Diag_02, FCE1.Diag_03||FCE2.Diag_01, FCE2.Diag_02 etc.) within the underlying episode record(s).",,,RK,SS,
,763,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Diagnosis_Count,Count of the number of '*_Diagnosis_Code_[01-24] fields populated (i.e. not NULL) within the record.,int,Yes,The total number of not null diagnosis fields (Der_Primary_Diagnosis_Code and Der_Secondary_Diagnosis_Code_[1-23]) for the episode.,,,RK,SS,
,1098,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Diagnosis_Count,Count of the number of '*_Diagnosis_Code_[01-24] fields populated (i.e. not NULL) within the underlying episode record(s).,int,Yes,The total number of not null diagnosis fields (Der_Primary_Diagnosis_Code and Der_Secondary_Diagnosis_Code_[1-23]) for all episodes comprising the spell.,,,RK,SS,
,1103,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Dischg_Treatment_Function_Code,The derived treatment function code for the spell based on the last (discharge) episode in the spell.,varchar(3),Yes,Takes the Treatment function code from the final episode of the spell.,,,RK,SS,
,702,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Episode_Adj_LoS,"The adjusted episode length of stay, removing the sum of (Der_PbR_ACC_Days (Adult Critical Care Days) + Der_PbR_PCC_Days (Paediatric Critical Care Days) + Der_PbR_NCC_Days (Neonatal Critical Care Days) or Der_SEM_CCP_Total_Days (total number of Critical Care Days)), Der_SEM_SPC_Total_Days (Specialist Palliative Care days) and Der_SEM_Rehab_Total_Days (Rehabilitation days) from Der_Episode_LoS.",int,Yes,"Calculated by subtracting Der_PbR_ACC_Days, Der_PbR_PCC_Days, Der_PbR_NCC_Days, Der_SEM_CCP_Days, Der_SEM_SPC_Days and Der_SEM_Rehab_Days from Der_Episode_LoS.",,,RK,SS,
,1097,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Episode_Count,A count of the number of episodes contained in the spell.,int,Yes,The total number of episodes within the spell.,,,RK,SS,
,695,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Episode_LoS,"The episode length of stay, derived using the Episode_Start_Date and the Episode_End_Date fields.",int,Yes,"The difference, in days, between the Episode_Start_Date and Episode_End_Date",,,RK,SS,
,703,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Episode_Number,Used as part of spell construction. A unique identifier for episodes.,int,Yes,"Where Episode_Number is complte, this value is taken, if it is null a default value of '1' is given.",,,RK,SS,
,693,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Financial_Year,Derived financial year value based on Episode_End_Date field in the format YYYY/YY.,varchar(7),Yes,The financial year that the Episode_End_Date occurred in.,,,RK,SS,
,1094,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Financial_Year,Derived financial year value based on Discharge_Date field in the format YYYY/YY.,varchar(7),Yes,The financial year that the Discharge_Date occurred in.,,,RK,SS,
,694,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Management_Type,"Derived management type using the Patient_Classification and Admission_Method and Spell_LOS fields. Values of:
    DC - Day Case
    EL - Elective
    EM - Emergency
    NE - Non-elective Other
    RDA - Regular Day Attender
    RNA - Regular Night Attender
    UNK - Unknown.",varchar(3),Yes,"Where the first character of Admission Method is ‘2’ (Emergency Admission) ‘EM’ (Emergency) is assigned.
Where the first character of Admission Method is ‘3’ or ‘8’ (Maternity or Other Admission) ‘NE’ (Non-Elective) is assigned.
Where the first character of Admission Method is ‘1’ (Elective Admission) the following rules are followed:
1) Where Patient Classification is ‘3’ (Regular day admission) and the episode starts and ends on the same day then ‘RDA’ (Regular Day Attender), if longer than a day then ‘EL’ (Elective).
2) Where Patient Classification is ‘4’ (Regular night admission) and the episode starts and ends on the same day then ‘RDA’, if episode end date is one day after episode start date then ‘RNA’ (Regular Night Attender), if more than one day then ‘EL’.
3) Where Patient Classification is anything other than ‘3’ or ‘4’ and Intended Management is ‘1’ (Patient to stay in hospital for at least one night) then ‘EL’; if Intended Management is ‘2’ (Patient not to stay in hospital overnight) and length of the spell is one day or longer (if spell length is unavailable, episode length is used), then ‘EL’; if Intended Management is anything other than ‘1’ or ‘2’ and patient classification is ‘1’ (Ordinary admission) then ‘EL’.
4) Where Patient Classification is anything other than ‘3’ or ‘4’, Intended Management is ‘2’ and spell (or episode) length is equal to 0 days then ‘DC’ (Day Case).
5) Where Patient Classification is anything but ‘3’ or ‘4’, Intended Management is anything but ‘1’ or ‘2’, Patient Classification is ‘2’ (Day case admission) and length of spell (or episode) is 0 days, then ‘DC’.
If none of these are applicable to a record, then ‘Unk’ (Unknown).",,,RK,SS,
,1095,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Management_Type,"Derived management type using the Patient_Classification and Admission_Method and Spell_LOS fields. Values of:
    DC - Day Case
    EL - Elective
    EM - Emergency
    NE - Non-elective Other
    RDA - Regular Day Attender
    RNA - Regular Night Attender
    UNK - Unknown.",varchar(3),Yes,"Where the first character of Admission Method is ‘2’ (Emergency Admission) ‘EM’ (Emergency) is assigned.
Where the first character of Admission Method is ‘3’ or ‘8’ (Maternity or Other Admission) ‘NE’ (Non-Elective) is assigned.
Where the first character of Admission Method is ‘1’ (Elective Admission) the following rules are followed:
1) Where Patient Classification is ‘3’ (Regular day admission) and the episode starts and ends on the same day then ‘RDA’ (Regular Day Attender), if longer than a day then ‘EL’ (Elective).
2) Where Patient Classification is ‘4’ (Regular night admission) and the episode starts and ends on the same day then ‘RDA’, if episode end date is one day after episode start date then ‘RNA’ (Regular Night Attender), if more than one day then ‘EL’.
3) Where Patient Classification is anything other than ‘3’ or ‘4’ and Intended Management is ‘1’ (Patient to stay in hospital for at least one night) then ‘EL’; if Intended Management is ‘2’ (Patient not to stay in hospital overnight) and length of the spell is one day or longer (if spell length is unavailable, episode length is used), then ‘EL’; if Intended Management is anything other than ‘1’ or ‘2’ and patient classification is ‘1’ (Ordinary admission) then ‘EL’.
4) Where Patient Classification is anything other than ‘3’ or ‘4’, Intended Management is ‘2’ and spell (or episode) length is equal to 0 days then ‘DC’ (Day Case).
5) Where Patient Classification is anything but ‘3’ or ‘4’, Intended Management is anything but ‘1’ or ‘2’, Patient Classification is ‘2’ (Day case admission) and length of spell (or episode) is 0 days, then ‘DC’.
If none of these are applicable to a record, then ‘Unk’ (Unknown).",,,RK,SS,
,696,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_PbR_ACC_Days,A count of the total number of adult critical care days in the episode (based on linkage to a separate PbR Episode dataset).,int,Yes,The sum total of the number of ACC (Adult Critical Care) days in the episode according to linkage to a separate PbR (Payment by Results) Episode data set.,,,RK,SS,
,698,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_PbR_NCC_Days,A count of the total number of neonatal critical care days in the episode (based on linkage to separate PbR Episode dataset).,int,Yes,The sum total of the number of NCC (Neonatal Critical Care) days in the episode according to linkage to a separate PbR (Payment by Results) Episode data set.,,,RK,SS,
,697,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_PbR_PCC_Days,A count of the total number of paediatric critical care days in the episode (based on linkage to separate PbR Episode dataset).,int,Yes,The sum total of the number of PCC (Paediatric Critical Care) days in the episode according to linkage to a separate PbR (Payment by Results) Episode data set.,,,RK,SS,
,704,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_CCG_Code,Derived current CCG code based upon the Patient_Postcode field.,varchar(3),Yes,"The code of the CCG where the patient's POSTCODE OF USUAL ADDRESS is based, unless the given postcode is 'ZZ99 3VZ' (no fixed abode), 'ZZ99 3WZ' (address not known) or 'ZZ99 3CZ' (England UK - not specified), in which case null is given.",,,RK,SS,
,1104,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_CCG_Code,Derived current CCG code based upon the Patient_Postcode field.,varchar(3),Yes,"The code of the CCG where the patient's POSTCODE OF USUAL ADDRESS is based, unless the given postcode is 'ZZ99 3VZ' (no fixed abode), 'ZZ99 3WZ' (address not known) or 'ZZ99 3CZ' (England UK - not specified), in which case null is given.",,,RK,SS,
,714,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Constituency_Code,Derived constituency code based upon the Patient_Postcode field.,varchar(9),Yes,"The code of the constituency where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,1114,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_Constituency_Code,Derived constituency code based upon the Patient_Postcode field.,varchar(9),Yes,"The code of the constituency where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,710,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Dist_Unitary_Auth,Derived district unitary authority code based upon the Patient_Postcode field.,varchar(9),Yes,"The code of the District Unitary Authority where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,1110,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_Dist_Unitary_Auth,Derived district unitary authority code based upon the Patient_Postcode field.,varchar(9),Yes,"The code of the District Unitary Authority where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,711,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Electoral_Ward,Derived electoral ward code based upon the Patient_Postcode field.,varchar(9),Yes,"The code of the Electoral Ward where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,1111,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_Electoral_Ward,Derived electoral ward code based upon the Patient_Postcode field.,varchar(9),Yes,"The code of the Electoral Ward where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,707,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Grid_Easting,Derived grid eastings (100M) value based upon the Patient_Postcode field.,varchar(4),Yes,"The Easting Grid Reference where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Accurate to 100m when combined with Der_Postcode_Grid_Northing.",,,RK,SS,
,1107,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_Grid_Easting,Derived grid eastings (100M) value based upon the Patient_Postcode field.,varchar(4),Yes,"The Easting Grid Reference where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Accurate to 100m when combined with Der_Postcode_Grid_Northing.",,,RK,SS,
,708,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Grid_Northing,Derived grid northing (100M) value based upon the Patient_Postcode field.,varchar(5),Yes,"The Northing Grid Reference where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Accurate to 100m when combined with Der_Postcode_Grid_Easting.",,,RK,SS,
,1108,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_Grid_Northing,Derived grid northing (100M) value based upon the Patient_Postcode field.,varchar(5),Yes,"The Northing Grid Reference where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Accurate to 100m when combined with Der_Postcode_Grid_Easting.",,,RK,SS,
,709,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Local_Auth,Derived local authority code based upon the Patient_Postcode field.,varchar(3),Yes,"The code of the Local Authority where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,1109,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_Local_Auth,Derived local authority code based upon the Patient_Postcode field.,varchar(3),Yes,"The code of the Local Authority where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,770,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_LSOA_2011_Code,2011 LSOA (Lower Layer Super Output Area) code derived from patient postcode. Full list of LSOAs taken from ODS.,varchar(9),Yes,"The code of the Lower Layer Super Output Area (LSOA) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of LSOAs as of the 2011 census.",,,RK,SS,
,1116,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_LSOA_2011_Code,2011 LSOA (Lower Layer Super Output Area) code derived from patient postcode. Full list of LSOAs taken from ODS.,varchar(9),Yes,"The code of the Lower Layer Super Output Area (LSOA) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of LSOAs as of the 2011 census.",,,RK,SS,
,712,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_LSOA_Code,Derived LSOA code based upon the Patient_Postcode field.,varchar(9),Yes,"The code of the Lower Layer Super Output Area (LSOA) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of LSOAs as of the 2001 census.",,,RK,SS,
,1112,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_LSOA_Code,Derived LSOA code based upon the Patient_Postcode field.,varchar(9),Yes,"The code of the Lower Layer Super Output Area (LSOA) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of LSOAs as of the 2001 census.",,,RK,SS,
,771,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_MSOA_2011_Code,2011 MSOA (Middle Layer Super Output Area) code derived from patient postcode. Full list of MSOAs taken from ODS.,varchar(9),Yes,"The code of the Middle Layer Super Output Area (MSOA) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of MSOAs as of the 2011 census.",,,RK,SS,
,1117,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_MSOA_2011_Code,2011 MSOA (Middle Layer Super Output Area) code derived from patient postcode. Full list of MSOAs taken from ODS.,varchar(9),Yes,"The code of the Middle Layer Super Output Area (MSOA) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of MSOAs as of the 2011 census.",,,RK,SS,
,713,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_MSOA_Code,Derived MSOA code based upon the Patient_Postcode field. Full list of MSOAs taken from ODS.,varchar(9),Yes,"The code of the Middle Layer Super Output Area (MSOA) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of MSOAs as of the 2001 census.",,,RK,SS,
,1113,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_MSOA_Code,Derived MSOA code based upon the Patient_Postcode field. Full list of MSOAs taken from ODS.,varchar(9),Yes,"The code of the Middle Layer Super Output Area (MSOA) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of MSOAs as of the 2001 census.",,,RK,SS,
,705,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_PCT_Code,Derived historic Primary Care Trust code based upon the Patient_Postcode field.,varchar(3),Yes,"The code of the Primary Care Trust (PCT) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of PCT geographies as of closure date (31st March 2013).",,,RK,SS,
,1105,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_PCT_Code,Derived historic Primary Care Trust code based upon the Patient_Postcode field.,varchar(3),Yes,"The code of the Primary Care Trust (PCT) where the patient's POSTCODE OF USUAL ADDRESS is based, derived by linking on postcode to a postcode geographies table.  Uses the list of PCT geographies as of closure date (31st March 2013).",,,RK,SS,
,706,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Sector,Derived postcode sector based upon the Patient_Postcode field.,varchar(6),Yes,"The Postcode Sector of the patient's POSTCODE OF USUAL ADDRESS, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,1106,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Postcode_Sector,Derived postcode sector based upon the Patient_Postcode field.,varchar(6),Yes,"The Postcode Sector of the patient's POSTCODE OF USUAL ADDRESS, derived by linking on postcode to a postcode geographies table.",,,RK,SS,
,774,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Practice_Patient_Distance (Miles),"The distance, in miles, between the postcode of the patient's place of usual residence and the postcode of the GP Practice of registration.",float,Yes,Takes the northings and eastings from the centre point of the postcode of the patient's usual place of residence and the postcode of the GP Practice of registration and uses MS SQL functions to calculate the distance. Inputs the UK projection of 27700 to ensure accurate results (a map projection is a systematic transformation of the latitudes and longitudes of locations from the surface of a sphere or an ellipsoid into locations on a plane).,,,RK,SS,
,1120,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Practice_Patient_Distance (Miles),"The distance, in miles, between the postcode of the patient's place of usual residence and the postcode of the GP Practice of registration.",float,Yes,Takes the northings and eastings from the centre point of the postcode of the patient's usual place of residence and the postcode of the GP Practice of registration and uses MS SQL functions to calculate the distance. Inputs the UK projection of 27700 to ensure accurate results (a map projection is a systematic transformation of the latitudes and longitudes of locations from the surface of a sphere or an ellipsoid into locations on a plane).,,,RK,SS,
,772,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Practice_Provider_Distance (Miles),"The distance, in miles, between the postcode of the GP Practice of registration and the postcode of the Provider Site at which the healtcare activity took place.",float,Yes,"Takes the northings and eastings from the centre point of the postcode of GP Practice of registration and the postcode of the Provider Site where the healthcare activity took place (where provider site is not available, uses main site) and uses MS SQL functions to calculate the distance. Inputs the UK projection of 27700 to ensure accurate results (a map projection is a systematic transformation of the latitudes and longitudes of locations from the surface of a sphere or an ellipsoid into locations on a plane).",,,RK,SS,
,1118,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Practice_Provider_Distance (Miles),"The distance, in miles, between the postcode of the GP Practice of registration and the postcode of the Provider Site at which the healtcare activity took place.",float,Yes,"Takes the northings and eastings from the centre point of the postcode of GP Practice of registration and the postcode of the Provider Site where the healthcare activity took place (where provider site is not available, uses main site) and uses MS SQL functions to calculate the distance. Inputs the UK projection of 27700 to ensure accurate results (a map projection is a systematic transformation of the latitudes and longitudes of locations from the surface of a sphere or an ellipsoid into locations on a plane).",,,RK,SS,
,715,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Primary_Diagnosis_Code,"The primary diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Primary_Diagnosis_Code, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,739,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Primary_Procedure_Code,"The primary procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Primary_Procedure_Code, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,766,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_All,"Concatenated string of all of the populated '***_Procedure_Code_[01-24] fields in the record (in the format Diag_01, Diag_02, Diag_03, etc.).",varchar(200),Yes,Concatenates all completed procedure codes (Der_Primary_Procedure_Code and Der_Procedure_Code_[2-24]).,,,RK,SS,
,1101,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Procedure_All,"Concatenated string of all of the populated '***_Procedure_Code_[01-24] fields in the record (in the format ||FCE1.Proc_01, FCE1.Proc_02, FCE1.Proc_03||FCE2.Proc_01, FCE2.Proc_02 etc.) within the underlying episode record(s).",varchar(1500),Yes,Concatenates all completed procedure codes (Der_Primary_Procedure_Code and Der_Procedure_Code_[2-24]) for all episodes in the spell.,,,RK,SS,
,748,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_10,"The 10th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_10, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,749,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_11,"The 11th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_11, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,750,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_12,"The 12th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_12, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,751,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_13,"The 13th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_13, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,752,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_14,"The 14th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_14, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,753,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_15,"The 15th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_15, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,754,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_16,"The 16th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_16, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,755,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_17,"The 17th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_17, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,756,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_18,"The 18th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_18, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,757,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_19,"The 19th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_19, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,740,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_2,"The 2nd additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_2, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,758,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_20,"The 20th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_20, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,759,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_21,"The 21st additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_21, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,760,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_22,"The 22nd additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_22, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,761,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_23,"The 23rd additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_23, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,762,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_24,"The 24th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_24, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,741,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_3,"The 3rd additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_3, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,742,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_4,"The 4th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_4, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,743,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_5,"The 5th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_5, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
