Database,Table_Name,Data_Item_Name,Data_Item_Description,Data_Type,Code_(TBC),Code_Description_(TBC),Is_Derived_Item,Derivation_Methodology,Author,Created_Date,Data Dictionary Name,Data Dictionary Links
NHSE_IAPT,IAPT_Person,IC_DISABILITY_FLAG,Indicates if the person has a disability recorded.,varchar(1),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Person,DSCROCode1,Used to identify the DSCRO (Data Services for Commissioners Regional Office) processing the data that support the information needs of commissioners with the provision of appropriate data controls. Used internally for data processing,varchar(3),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Person,DSCROCode2,Used to identify the DSCRO (Data Services for Commissioners Regional Office) processing the data that support the information needs of commissioners with the provision of appropriate data controls. Used internally for data processing,varchar(3),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Person,PseudoNumber,Pseudonymised NHS number of patient.,bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by pseudonymising NHS number by applying a  pseudonymisation algorithm",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Person,Der_Financial_Year,"Financial year of the activity, e.g. 2013/14, 2014/15 etc. ",varchar(7),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The Der_Financial_Year column has been added to aid the split of financial year data and derived from the file information for that specific year.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,REFERRAL_ID,A sequential number allocated to uniquely identify a referral record in the reporting period.,bigint,,,No,,Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_PATHWAY_ID,"An identifier, which together with theÿORGANISATION CODEÿ/ÿORGANISATION IDENTIFIERÿof the issuer, uniquely identifies aÿPATIENT PATHWAY.",bigint,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Incremental value assigned to new SERVICEID and IAPT_PERSON_ID combinations. If such a combination has been received in a previous reporting period the record is assigned the same IC_PATHWAY_ID value.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IAPT_RECORD_NUMBER,Record number is a sequential number allocated to uniquely identify a person and provider combination within each month's submission.,varchar(16),,,No,,Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IAPT_PERSON_ID,A pseudonymised unique patient identifier (NHS number being patient identifiable) to enable linkage across IAPT tables.,varchar(20),,,No,,Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,ORGCODEPROVIDER,This is the ORGANISATION CODE of the ORGANISATION acting as a Health Care Provider. Derived from submitted Header record within submission.,varchar(6),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived from submitted Header record within submission.",Amy Hutton,31/08/2017,ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,IC_SERVICEID,The unique identifier for aÿSERVICE REQUEST.ÿ,bigint,,,No,,Amy Hutton,31/08/2017,SERVICE REQUEST IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/ser/service_request_identifier_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,REFRECDATE,The date theÿREFERRAL REQUESTÿwas received by theÿHealth Care Provider.,date,,,No,,Amy Hutton,31/08/2017,REFERRAL REQUEST RECEIVED DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/r/ref/referral_request_received_date_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,SOURCEREFERRAL,The source of referral to aÿMental Health Service.,varchar(2),,,No,,Amy Hutton,31/08/2017,SOURCE OF REFERRAL FOR MENTAL HEALTH,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/smo/source_of_referral_for_mental_health_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,SERREQACCIND,"An indication of whether a service request was accepted by a health care provider for an IAPT service, following the initial appointment with the therapist.",varchar(1),,,No,,Amy Hutton,31/08/2017,SERVICE REQUEST ACCEPTANCE INDICATOR,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/s/se/service_request_acceptance_indicator_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,ORGCODECOMM,ORGANISATION CODE (CODE OF COMMISSIONER)ÿis theÿORGANISATION CODEÿof theÿOrganisationÿcommissioning health care.,varchar(5),,,No,,Amy Hutton,31/08/2017,ORGANISATION CODE (CODE OF COMMISSIONER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_commissioner)_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,PROVDIAG,PROVISIONAL DIAGNOSIS (ICD)ÿis theÿInternational Classification of Diseases (ICD)ÿcode used to identify theÿPROVISIONAL DIAGNOSIS.,varchar(6),,,No,,Amy Hutton,31/08/2017,PROVISIONAL DIAGNOSIS (ICD),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/prod/provisional_diagnosis_(icd)_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,ONSETDATE,"The year and month theÿPATIENTÿfirst experienced the mental health symptoms, as statedÿby theÿPATIENT.",varchar(7),,,No,,Amy Hutton,31/08/2017,YEAR AND MONTH OF SYMPTOMS ONSET FOR IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/y/year_and_month_of_symptoms_onset_(improving_access_to_psychological_therapies)_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,RECURIND,"An indication of whether this is a recurrence of a previously diagnosed condition, as stated by a person.",varchar(1),,,No,,Amy Hutton,31/08/2017,PREVIOUS SYMPTOM INDICATOR,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/pret/previous_symptom_indicator_de.asp
NHSE_IAPT,IAPT_Referral,ENDCODE,A classification which identifies the reason for the termination of an Improving Access to Psychological Therapies Care Spell as determined by the CARE PROFESSIONAL.,varchar(2),,,No,,Amy Hutton,31/08/2017,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES CARE SPELL END CODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_care_spell_end_code_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,ENDDATE,END DATE (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES)ÿis theÿdate theÿPATIENTÿis deemed by theÿCARE PROFESSIONALÿto have completed treatment and discharged from theÿImproving Access to Psychological Therapies Service.,date,,,No,,Amy Hutton,31/08/2017,END DATE (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/e/en/end_date_(improving_access_to_psychological_therapies)_de.asp?shownav=1
NHSE_IAPT,IAPT_Referral,AGE_AT_REF_RECEIVED_DATE,Age of the patient at the REFERRAL REQUEST RECEIVED DATE.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by calculating REFERRAL REQUEST RECEIVED DATE minus PERSON BIRTH DATE.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,AGE_AT_REF_END_DATE,Age of the patient at the REFERRAL TO TREATMENT PERIOD END DATE.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by calculating REFERRAL TO TREATMENT PERIOD END DATE minus PERSON BIRTH DATE.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_PSYCHOTROPIC_INDICATOR,"The first recorded psychotropic medication indicator (PSCYHMED), taken from the first appointment in the referral period.",varchar(2),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_PSYCHOTROPIC_INDICATOR,"The last recorded psychotropic medication indicator (PSCYMED), taken from the last appointment in the referral period.",varchar(2),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_SICKPAY_INDICATOR,"The first recorded statutory sick pay indicator (SPPIND), taken from the first appointment in the referral period.",varchar(1),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the statutory sick pay indicator for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_SICKPAY_INDICATOR,"The last recorded statutory sick pay indicator (SSPIND), taken from the last appointment in the referral period.",varchar(1),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the statutory sick pay indicator for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_PHQ9,"The first outcome score for the Patient Health Questionnaire-9 (PHQ9), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the Patient Health Questionnaire-9 (PHQ9) for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_PHQ9,"The last outcome score for the Patient Health Questionnaire-9 (PHQ9), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the patient health questionnaire-9 (PHQ9) for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_GAD,"The first outcome score for the generalised anxiety disorder questionnaire (GAD7), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the generalised anxiety disorder questionnaire for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_GAD,"The last outcome score for the Generalised Anxiety Disorder questionnaire (GAD7), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the Generalised Anxiety Disorder questionnaire for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_AGORA_MOB_ACCOM,"The first outcome score for the agoraphobia mobility inventory questionnaire 'when accompanied' (AGORASCOREACC), taken from the first appointment in the referral period.",decimal,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_AGORA_MOB_ACCOM,"The last outcome score for the agoraphobia mobility inventory questionnaire 'when accompanied' (AGORASCOREACC), taken from the last appointment in the referral period.",decimal,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_AGORA,"The first outcome score for the agoraphobia questionnaire (AGORASCORE), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_AGORA,"The last outcome score for the agoraphobia questionnaire (AGORASCORE), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_PENN_STATE,"The first outcome score for the Generalised Anxiety Disorder Penn State worry questionnaire (GENANXSCORE), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_PENN_STATE,"The last outcome score for the Generalised Anxiety Disorder Penn State worry questionnaire (GENANXSCORE), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_ANXIETY_INVENTORY,"The first outcome score for the health anxiety inventory short week scale (HEALTHANXSCORE), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the health anxiety inventory short week scale for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_ANXIETY_INVENTORY,"The last outcome score for the health anxiety inventory short week scale (HEALTHANXSCORE), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the health anxiety inventory short week scale for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_OCD,"The first outcome score for the obsessive compulsive disorder inventory questionnaire (OCDSCORE), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the obsessive compulsive disorder inventory questionnaire for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_OCD,"The last outcome score for the Obsessive Compulsive Disorder inventory questionnaire (OCDSCORE), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the obsessive compulsive disorder inventory questionnaire for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_PANIC_DISORDER,"The first outcome score for the panic disorder severity scale (PANICSCORE), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the panic disorder severity scale for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_PANIC_DISORDER,"The last outcome score for the panic disorder severity scale (PANICSCORE), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the panic disorder severity scale for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_PTSD,"The first outcome score for the post traumatic stress disorder impacts of events scale (PTSDSCORE), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the post traumatic stress disorder impacts of events scale for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_PTSD,"The last outcome score for the post traumatic stress disorder impacts of events scale (PTSDSCORE), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the post traumatic stress disorder impacts of events scale for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_SOCIAL_PHOBIA_INVENTORY,"The first outcome score for the social phobia inventory questionnaire (SOCPHOBIAINVSCORE), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the social phobia inventory questionnaire for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_SOCIAL_PHOBIA_INVENTORY,"The last outcome score for the social phobia inventory questionnaire (SOCPHOBIAINVSCORE), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the social phobia inventory questionnaire for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_SPECIFIC_PHOBIA,"The first outcome score for the specific phobia questionnaire (SPECPHOBIASCORE), taken from the first appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_SPECIFIC_PHOBIA,"The last outcome score for the Specific Phobia Questionnaire (SPECPHOBIASCORE), taken from the last appointment in the referral period.",int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_EMPSTATUS,"The first recorded employment status, taken from the first appointment in the referral period.",varchar(2),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_EMPSTATUS,"The last recorded employment status, taken from the last appointment in the referral period.",varchar(2),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_DATE_LAST_APPOINTMENT,Date of the last attended appointment (excluding follow up).,date,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_SOURCE_PERIOD_ID,Monthly reporting period in which the referral was submitted.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_INACTIVE_TIMESTAMP,"Not set for records where the reporting period is the maximum held within the database. Where this is not the case, the record is open and the episode cannot be found in a superseding reporting period, the record is date stamped as inactive. The date used is the first day of the next reporting period.",datetime,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_RP_START_DATE,Start date of annual reporting period in which the referral was submitted.,datetime,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_RP_END_DATE,End date of annual reporting period in which the referral was submitted.,datetime,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_PROVDIAG,This is the cleansed provisional patient diagnosis (ICD-10) for the main condition treated or investigated during the relevant episode of healthcare.,varchar(6),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Special characters are removed, lower case characters are replaced with upper case characters, truncates codes that are too long, ?O?s are replaced with ?0?s, codes shorter than three characters are removed, an ?X? is added to the end of three character codes, codes with an ?X? in third position are cleansed and add an ?X? to the end of all codes which cannot be matched to ICD-10 reference data. Unmatched records are classed as ?Invalid data supplied? (-3) and Missing records are classed as ?Unspecified? (-1).",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_PROBDESC_PRIMARY,The primary problem descriptor category for reporting.,varchar(50),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_PROBDESC_SECONDARY,The secondary problem descriptor category for reporting (subset of the primary).,varchar(50),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_CCG,NHS Digital derived CCG responsible for commissioning the activity that took place in the record.,varchar(5),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
CCG code for the record, taken from other fields in the following priority order (from highest priority to lowest): ORGCODECOMM, CCG_OF_GP_PRACTICE, IC_CCG_OF_GP_PRACTICE, CCG_OF_RESIDENCE",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_CR,Commissioning region derived from IC_LAT.,varchar(3),,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_DATE_FIRST_ASSESSMENT,Identifies the first attended appointment date that has an associated outcome score.,date,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Is the date of the first appointment a patient attended where the APPOINTMENT TYPE FOR IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES is Assessment or Assessment and Treatment.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_DATE_FIRST_THERAPEUTIC_SESSION,Identifies the first attended appointment date that has an associated therapy type entry.,date,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Is the date of the first appointment a patient attended where the APPOINTMENT TYPE FOR IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES is Treatment, Assessment and Treatment or Review and Treatment.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_DATE_SECOND_THERAPEUTIC_SESSION,Date of the second therapeutic session.,date,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Is the date of the second appointment a patient attended where the APPOINTMENT TYPE FOR IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES is Treatment, Assessment and Treatment or Review and Treatment.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_DATE_LAST_THERAPEUTIC_SESSION,Date of the last attended treatment appointment (excluding follow up).,date,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Is the date of the last appointment a patient attended where the APPOINTMENT TYPE FOR IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES is Treatment, Assessment and Treatment or Review and Treatment.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_DATE_LAST_ASSESSMENT,Identifies the last attended appointment date that has an associated outcome score or a relevant assessment appointment type.,date,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_WASASTOTAL,First score Work and Social Adjustment Scale Total Score (derived),decimal,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_WASASTOTAL,"The last outcome score for the Work and Social Adjustment Scale (WSAS), taken from the last appointment in the referral period.",decimal,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_AGORA_MOB_ALONE_v1,"The first outcome score for the agoraphobia mobility inventory questionnaire 'when alone' (AGORASCOREALONE), taken from the first appointment in the referral period.",decimal,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the agoraphobia mobility inventory questionnaire 'when alone' for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_AGORA_MOB_ALONE_v1,"The last outcome score for the agoraphobia mobility inventory questionnaire 'when alone' (AGORASCOREALONE), taken from the last appointment in the referral period.",decimal,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the agoraphobia mobility inventory questionnaire 'when alone' for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_FIRST_AGORA_MOB_ALONE_v1_5,"The first outcome score for the agoraphobia mobility inventory questionnaire 'when alone' (AGORASCOREALONE), taken from the first appointment in the referral period when both first and last scores are in v1.5.",decimal,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the first result of the agoraphobia mobility inventory questionnaire 'when alone' for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_LAST_AGORA_MOB_ALONE_v1_5,"The last outcome score for the agoraphobia mobility inventory questionnaire 'when alone' (AGORASCOREALONE), taken from the last appointment in the referral period when both first and last scores are in v1.5.",decimal,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. 
Derived by taking the last result of the agoraphobia mobility inventory questionnaire 'when alone' for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_CCBT_SESSIONS,The total number of Computerised Cognitive Behavioural Therapy (CCBT) sessions for IAPT within a referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_PURE_SELF_HELP_SESSIONS,The total number of pure self help (e.g. prescription books) appointments in the referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_GUIDED_SELF_HELP_SESSIONS,The total number of guided self-help sessions for IAPT within a referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_PSYCOEDUC_GROUP_SESSIONS,The total number of Psychoeducational peer support sessions for IAPT within the referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_EMPLOYMENT_SUPPORT_SESSIONS,The total number of employment support sessions for IAPT within a referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_BEHAVIOURAL_ACTIVATION_SESSIONS,The total number of behaviour activation sessions for IAPT within a referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_CBT_SESSIONS,The total number of Cognitive Behavioural Therapy (CBT) sessions for IAPT within a referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_IPT_SESSIONS,The total number of Interpersonal Psychotherapy (IPT) sessions for IAPT within a referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_COUNSELLING_SESSIONS,The total number of counselling sessions for IAPT within a referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_COUPLES_THERAPY_SESSIONS,The total number of couples therapy sessions for IAPT within a referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
NHSE_IAPT,IAPT_Referral,IC_COUNT_DYNAMIC_THERAPY_SESSIONS,The total number of dynamic therapy sessions for IAPT within a referral.,int,,,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",Amy Hutton,31/08/2017,,
