Definition ID,Database,Table,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Technical check,Business check,RK 2
843,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Staff_Member_Code,A and E STAFF MEMBER CODE is a locally determined code used to identify the PERSON principally responsible for the care of a PATIENT during an Accident and Emergency Attendance.,varchar(3),No,,A and E STAFF MEMBER CODE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/a_and_e_staff_member_code_de.asp?shownav=1?,RK,SS,
844,NHSE_SEM_Live,tbl_Data_SEM_AEA,Diagnosis_Scheme_In_Use,The type of CODED CLINICAL ENTRY used for the PATIENT DIAGNOSIS.,varchar(2),No,,DIAGNOSIS SCHEME IN USE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/d/den/diagnosis_scheme_in_use_de.asp?shownav=1,RK,SS,
845,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_01,ACCIDENT AND EMERGENCY DIAGNOSIS - FIRST is the first recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - FIRST,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_first_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
846,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_02,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
847,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_03,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
848,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_04,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
849,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_05,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
850,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_06,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
851,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_07,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
852,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_08,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
853,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_09,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
854,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_10,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
855,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_11,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
856,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_12,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
857,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_13,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
858,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_14,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
859,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_15,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
860,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_16,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
861,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_17,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
862,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_18,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
863,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_19,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
864,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_20,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
865,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_21,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
866,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_22,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
867,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_23,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
868,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Diagnosis_24,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND is the second or subsequent recorded PATIENT DIAGNOSIS for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY DIAGNOSIS - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_diagnosis_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
869,NHSE_SEM_Live,tbl_Data_SEM_AEA,Investigation_Scheme_In_Use,INVESTIGATION SCHEME IN USE is used in the Clinical Activity Group of the Commissioning Data Set to denote the scheme basis of an investigation.,varchar(2),No,,INVESTIGATION SCHEME IN USE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/inv/investigation_scheme_in_use_de.asp?shownav=1,RK,SS,
870,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_01,ACCIDENT AND EMERGENCY INVESTIGATION - FIRST is the first recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - FIRST,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_first_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
871,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_02,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
872,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_03,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
873,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_04,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
874,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_05,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
875,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_06,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
876,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_07,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
877,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_08,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
878,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_09,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
879,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_10,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
880,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_11,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
881,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_12,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
882,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_13,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
883,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_14,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
884,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_15,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
885,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_16,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
886,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_17,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
887,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_18,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
888,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_19,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
889,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_20,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
890,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_21,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
891,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_22,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
892,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_23,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
893,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Investigation_24,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND is the second or subsequent CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(5),No,,ACCIDENT AND EMERGENCY INVESTIGATION - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_investigation_-_second_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
894,NHSE_SEM_Live,tbl_Data_SEM_AEA,Treatment_Scheme_In_Use,The scheme used when coding treatments.,varchar(2),No,,,,RK,SS,
895,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_01,ACCIDENT AND EMERGENCY TREATMENT - FIRST is the first recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - FIRST,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_first_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
896,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_02,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
897,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_03,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
898,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_04,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
899,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_05,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
900,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_06,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
901,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_07,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
902,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_08,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
903,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_09,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
