Definition ID,Database,Table,Schema,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Checked,Business check,RK 2
1165,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,NCBLocal_FCE_Flag,"Indicates whether the episode has been identified by the locally defined rules, i.e. Military Personnel, Offender Health or Secondary Dental, using either reference mappings or provider submitted values.",int,Yes,"Initially set to ?0? for all records.
Updated to ?1? where NCBLocal_FCE_Flag is complete in the derived table, the first three characters of Commissioner_Code are a Commissioning Hub code, Local Area Team code (other than ?Q99?), ?X24? or ?XMD?.
Updated to ?1? where NCBLocal_FCE_Flag is complete in the derived table, NCBLocal_RuleApplied contains ?|Provider Submitted? and NCBLocal_FCE_ServiceLine is null.
Updated to ?1? where FCE_HRG is ?SB97Z? or ?SC97Z?
Updated to ?1? where Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450'.
Updated to ?1? where Agreement_Line_Number, Commissioner_Reference_Number or Provider_Reference_Number contain ?DENTAL? and NCBLocal_RuleApplied does not contain ?|Secondary Dental?.
Updated to ?1? where GP_Practice_Type_NCB is 'Military'.
Updated to ?1? where NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD?.
Updated to ?1? where GP_Practice_Type_NCB is ?Offender?.
Updated to ?1? where Postcode_Type (in the ODS Prison Postcode reference table) is ?Unique?.
Updated to ?1? where Postcode_Type (in the ODS Prison Postcode reference table) is ?Non-unique? or ?Unknown? and Source_of_Admission is ?39?.",,,RK,AP,
1191,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,NCBLocal_FCE_Flag,"Indicates whether the episode has been identified by the locally defined rules, i.e. Military Personnel, Offender Health or Secondary Dental, using either reference mappings or provider submitted values.",int,Yes,"Initially set to ?0? for all records.
Updated to ?1? where NCBLocal_FCE_Flag is complete in the derived table, the first three characters of Commissioner_Code are a Commissioning Hub code, Local Area Team code (other than ?Q99?), ?X24? or ?XMD?.
Updated to ?1? where NCBLocal_FCE_Flag is complete in the derived table, NCBLocal_RuleApplied contains ?|Provider Submitted? and NCBLocal_FCE_ServiceLine is null.
Updated to ?1? where FCE_HRG is ?SB97Z? or ?SC97Z?
Updated to ?1? where Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450'.
Updated to ?1? where Agreement_Line_Number, Commissioner_Reference_Number or Provider_Reference_Number contain ?DENTAL? and NCBLocal_RuleApplied does not contain ?|Secondary Dental?.
Updated to ?1? where GP_Practice_Type_NCB is 'Military'.
Updated to ?1? where NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD?.
Updated to ?1? where GP_Practice_Type_NCB is ?Offender?.
Updated to ?1? where Postcode_Type (in the ODS Prison Postcode reference table) is ?Unique?.
Updated to ?1? where Postcode_Type (in the ODS Prison Postcode reference table) is ?Non-unique? or ?Unknown? and Source_of_Admission is ?39?.",,,RK,AP,
1209,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,NCBPST_FCE_Flag,Indicates whether the episode has been identified as specialised activity as produced by the 2014/15 Prescribed Specialised Services Identification Tool.,int,Yes,"When ServiceLine in the output table of the PS Tool is complete, set as '1', otherwise, set as '0'.",,,RK,AP,
1143,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,NCBLocal_FCE_NPoC,The local NPoC for the episode.,varchar(4),Yes,"When NCBLocal_FCE_Flag is complete, the first three digits of Commissioner_Code are a Commissioning Hub code, a Local Area Team code (that isn't 'Q99'), 'X24' or 'XMD' then NCLocal_FCE_NPoC is applied where possible.
If it is not complete, then Service_Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number, and if it is found then the NPoC_Cat for this Service_Line is displayed (only one NPoC_Cat is shown, in this order of priority).
When NCBLocal_FCE_Flag is complete, NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_FCE_ServiceLine is null then Service_Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number, and if it is found then the NPoC_Cat for this Service_Line is displayed (only one NPoC_Cat is shown, in this order of priority).
When NCBLocal_FCE_Flag is complete and FCE_HRG is 'SB97Z' then 'B03' is applied, or FCE_HRG is 'SC97Z' then 'B01' is applied.",,,RK,AP,
1167,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,NCBLocal_FCE_NPoC,The local NPoC for the episode.,varchar(4),Yes,"When NCBLocal_FCE_Flag is complete, the first three digits of Commissioner_Code are a Commissioning Hub code, a Local Area Team code (that isn't 'Q99'), 'X24' or 'XMD' then NCLocal_FCE_NPoC is applied where possible.
If it is not complete, then Service_Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number, and if it is found then the NPoC_Cat for this Service_Line is displayed (only one NPoC_Cat is shown, in this order of priority).
When NCBLocal_FCE_Flag is complete, NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_FCE_ServiceLine is null then Service_Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number, and if it is found then the NPoC_Cat for this Service_Line is displayed (only one NPoC_Cat is shown, in this order of priority).
When NCBLocal_FCE_Flag is complete and FCE_HRG is 'SB97Z' then 'B03' is applied, or FCE_HRG is 'SC97Z' then 'B01' is applied.",,,RK,AP,
1193,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,NCBLocal_FCE_NPoC,The local NPoC for the episode.,varchar(4),Yes,"When NCBLocal_FCE_Flag is complete, the first three digits of Commissioner_Code are a Commissioning Hub code, a Local Area Team code (that isn't 'Q99'), 'X24' or 'XMD' then NCLocal_FCE_NPoC is applied where possible.
If it is not complete, then Service_Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number, and if it is found then the NPoC_Cat for this Service_Line is displayed (only one NPoC_Cat is shown, in this order of priority).
When NCBLocal_FCE_Flag is complete, NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_FCE_ServiceLine is null then Service_Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number, and if it is found then the NPoC_Cat for this Service_Line is displayed (only one NPoC_Cat is shown, in this order of priority).
When NCBLocal_FCE_Flag is complete and FCE_HRG is 'SB97Z' then 'B03' is applied, or FCE_HRG is 'SC97Z' then 'B01' is applied.",,,RK,AP,
1210,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,NCBPST_FCE_ServiceLine,The dominant service line for the episode as produced by the 2014/15 Prescribed Specialised Services Identification Tool.,varchar(8),Yes,Set the same as ServiceLine in the output table of the PS Tool.,,,RK,AP,
1142,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,NCBLocal_FCE_ServiceLine,The local service line for the episode.,varchar(8),Yes,"Runs through a hierarchy of rules; if one rule has already been met, all proceeding rules are not applied.
When NCBLocal_FCE_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub code, Local Area Team code (that is not ?Q99?), ?X24? or ?XMD? then NCBLocal_FCE_ServiceLine is taken from the derived load table where possible.  If this is not complete, Service Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number, and used instead (order of priority as written).
When NCBLocal_RuleApplied contains ?|Provider Submitted? and NCBLocal_FCE_Flag is compete, then Service Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number (ignoring the NCB digits at the beginning), and, if found, this Service_Line is used (order of priority as written).
When NCBLocal_FCE_Flag is complete and FCE_HRG is ?SB97Z? then ?NCBPS01C? is applied.
When FCE_HRG is ?SC97Z? then ?NCBPS01R? is applied.
When NCBLocal_FCE_Flag is complete and Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' then ?NCB_Dent? is applied.
When NCBLocal_FCE_Flag is complete and Agreement_Line_Number, Commissioner_Reference_Number or Provider_Reference_Number contains ?DENTAL? and NCBLocal_RuleApplied does not contain ?|Secondary Dental? ?NCB_Dent? is applied.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Military? then ?NCB_Milit? is applied.
When Der_Record_Type is ?Curr?, NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is ?Military? and the first three characters of Commissioner_Code are ?13Q? then NCB_Milit is applied.
When NCBLocal_FCE_Flag is complete, NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD? then ?NCB_Milit? is applied.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Offender? then ?NCB_Offd? is applied.
When NCBLocal_FCE_Flag is complete and Postcode_Type is ?Unique? in the ODS prisons postcode reference table then ?NCB_Offd? is applied.
When NCBLocal_FCE_Flag is complete, Postcode_Type is ?Non-unique? or ?Unknown? in the ODS prisons postcode reference table and Source_of_Admission is ?39? then ?NCB_Offd? is applied.
If none of the previous rules are met, NCBLocal_FCE_Flag is ?1? and NCBLocal_RuleApplied contains ?|Provider Submitted? then ?NCB_Unk? is applied.",,,RK,AP,
1166,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,NCBLocal_FCE_ServiceLine,The local service line for the episode.,varchar(8),Yes,"Runs through a hierarchy of rules; if one rule has already been met, all proceeding rules are not applied.
When NCBLocal_FCE_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub code, Local Area Team code (that is not ?Q99?), ?X24? or ?XMD? then NCBLocal_FCE_ServiceLine is taken from the derived load table where possible.  If this is not complete, Service Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number, and used instead (order of priority as written).
When NCBLocal_RuleApplied contains ?|Provider Submitted? and NCBLocal_FCE_Flag is compete, then Service Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number (ignoring the NCB digits at the beginning), and, if found, this Service_Line is used (order of priority as written).
When NCBLocal_FCE_Flag is complete and FCE_HRG is ?SB97Z? then ?NCBPS01C? is applied.
When FCE_HRG is ?SC97Z? then ?NCBPS01R? is applied.
When NCBLocal_FCE_Flag is complete and Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' then ?NCB_Dent? is applied.
When NCBLocal_FCE_Flag is complete and Agreement_Line_Number, Commissioner_Reference_Number or Provider_Reference_Number contains ?DENTAL? and NCBLocal_RuleApplied does not contain ?|Secondary Dental? ?NCB_Dent? is applied.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Military? then ?NCB_Milit? is applied.
When Der_Record_Type is ?Curr?, NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is ?Military? and the first three characters of Commissioner_Code are ?13Q? then NCB_Milit is applied.
When NCBLocal_FCE_Flag is complete, NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD? then ?NCB_Milit? is applied.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Offender? then ?NCB_Offd? is applied.
When NCBLocal_FCE_Flag is complete and Postcode_Type is ?Unique? in the ODS prisons postcode reference table then ?NCB_Offd? is applied.
When NCBLocal_FCE_Flag is complete, Postcode_Type is ?Non-unique? or ?Unknown? in the ODS prisons postcode reference table and Source_of_Admission is ?39? then ?NCB_Offd? is applied.
If none of the previous rules are met, NCBLocal_FCE_Flag is ?1? and NCBLocal_RuleApplied contains ?|Provider Submitted? then ?NCB_Unk? is applied.",,,RK,AP,
1192,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,NCBLocal_FCE_ServiceLine,The local service line for the episode.,varchar(8),Yes,"Runs through a hierarchy of rules; if one rule has already been met, all proceeding rules are not applied.
When NCBLocal_FCE_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub code, Local Area Team code (that is not ?Q99?), ?X24? or ?XMD? then NCBLocal_FCE_ServiceLine is taken from the derived load table where possible.  If this is not complete, Service Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number, and used instead (order of priority as written).
When NCBLocal_RuleApplied contains ?|Provider Submitted? and NCBLocal_FCE_Flag is compete, then Service Lines are looked for in Agreement_Line_Number, Commissioner_Reference_Number and Provider_Reference_Number (ignoring the NCB digits at the beginning), and, if found, this Service_Line is used (order of priority as written).
When NCBLocal_FCE_Flag is complete and FCE_HRG is ?SB97Z? then ?NCBPS01C? is applied.
When FCE_HRG is ?SC97Z? then ?NCBPS01R? is applied.
When NCBLocal_FCE_Flag is complete and Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' then ?NCB_Dent? is applied.
When NCBLocal_FCE_Flag is complete and Agreement_Line_Number, Commissioner_Reference_Number or Provider_Reference_Number contains ?DENTAL? and NCBLocal_RuleApplied does not contain ?|Secondary Dental? ?NCB_Dent? is applied.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Military? then ?NCB_Milit? is applied.
When Der_Record_Type is ?Curr?, NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is ?Military? and the first three characters of Commissioner_Code are ?13Q? then NCB_Milit is applied.
When NCBLocal_FCE_Flag is complete, NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD? then ?NCB_Milit? is applied.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Offender? then ?NCB_Offd? is applied.
When NCBLocal_FCE_Flag is complete and Postcode_Type is ?Unique? in the ODS prisons postcode reference table then ?NCB_Offd? is applied.
When NCBLocal_FCE_Flag is complete, Postcode_Type is ?Non-unique? or ?Unknown? in the ODS prisons postcode reference table and Source_of_Admission is ?39? then ?NCB_Offd? is applied.
If none of the previous rules are met, NCBLocal_FCE_Flag is ?1? and NCBLocal_RuleApplied contains ?|Provider Submitted? then ?NCB_Unk? is applied.",,,RK,AP,
1211,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,NCBPST_FCE_ServiceLineList,A list of all the service lines the episode qualifies for as produced by the 2014/15 Prescribed Specialised Services Identification Tool.,varchar(250),Yes,Set the same as ServiceLineList in the output table of the PS Tool.,,,RK,AP,
61,NHSE_SEM_Live,tbl_Data_SEM_AEA_1314_Der,dbo,NCBLocal_Flag,"Indicates whether the attendance is identified as Military Personnel or Offender Health, using either reference mappings or provider submitted values.",varchar(1),Yes,"Set as '0' where Der_Dupe_Flag is '0'.
Updated to '1' when NCBLocal_Flag is completed and the first 3 characters of Commissioner_Code are a Commissioning_Hub_Code, LAT_Code (apart from 'Q99'), 'X24' or 'XMD'.
Updated to '1' when NCBLocal_Flag is completed, NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not completed.
Updated to '1' where NCBLocal_Flag is completed and GP_Practice_Type_NCB is 'Military'.
Updated to '1' when NCBLocal_Flag is completed, Der_Record_Type is 'Curr', GP_Practice_Type_NCB is 'Military', the first 3 characters of Commissioner_Code are '13Q' and either NCBLocal_RuleApplied does not contain '|Military Personnel' or NCBLocal_RuleApplied not completed.",,,RK,AP,
80,NHSE_SEM_Live,tbl_Data_SEM_AEA_1415_Der,dbo,NCBLocal_Flag,"Indicates whether the attendance is identified as Military Personnel or Offender Health, using either reference mappings or provider submitted values.",varchar(1),Yes,"Set as '0' where Der_Dupe_Flag is '0'.
Updated to '1' when NCBLocal_Flag is completed and the first 3 characters of Commissioner_Code are a Commissioning_Hub_Code, LAT_Code (apart from 'Q99'), 'X24' or 'XMD'.
Updated to '1' when NCBLocal_Flag is completed, NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not completed.
Updated to '1' where NCBLocal_Flag is completed and GP_Practice_Type_NCB is 'Military'.
Updated to '1' when NCBLocal_Flag is completed, Der_Record_Type is 'Curr', GP_Practice_Type_NCB is 'Military', the first 3 characters of Commissioner_Code are '13Q' and either NCBLocal_RuleApplied does not contain '|Military Personnel' or NCBLocal_RuleApplied not completed.",,,RK,AP,"Just saying what the code says, can discuss next week."
101,NHSE_SEM_Live,tbl_Data_SEM_AEA_1516_Der,dbo,NCBLocal_Flag,"Indicates whether the attendance is identified as Military Personnel or Offender Health, using either reference mappings or provider submitted values.",varchar(1),Yes,"Set as '0' where Der_Dupe_Flag is '0'.
Updated to '1' when NCBLocal_Flag is completed and the first 3 characters of Commissioner_Code are a Commissioning_Hub_Code, LAT_Code (apart from 'Q99'), 'X24' or 'XMD'.
Updated to '1' when NCBLocal_Flag is completed, NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not completed.
Updated to '1' where NCBLocal_Flag is completed and GP_Practice_Type_NCB is 'Military'.
Updated to '1' when NCBLocal_Flag is completed, Der_Record_Type is 'Curr', GP_Practice_Type_NCB is 'Military', the first 3 characters of Commissioner_Code are '13Q' and either NCBLocal_RuleApplied does not contain '|Military Personnel' or NCBLocal_RuleApplied not completed.",,,RK,AP,"Just saying what the code says, can discuss next week."
124,NHSE_SEM_Live,tbl_Data_SEM_AEA_1617_Der,dbo,NCBFinal_Flag,Indicates whether the attendance is a directly commissioned service,varchar(1),Yes,"Set as '1' where NCBLocal_RuleApplied contains '|Military Personnel' but does not contain '- RRU'; otherwise, it is '0'.",,,RK,AP,"only identifies armed forces in code, is this not ok for A&E? dbo.sp_SEM_AEA_Load_1415Der"
1598,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Der,dbo,NCBLocal_Flag,"Indicates whether the attendance is identified by any of the locally derived direct commissioning rules (i.e. Secondary Dental, Military Personnel, Offender Health or Provider Supplied).",varchar(1),Yes,"Set as '0' where Der_Dupe_Flag is '0' and Der_Attendance_Type is 'Attend'; only ever update records which have this value from this point, null records are ignored from this point on.
Updated to '1' when NCBLocal_Flag is completed and the first 3 characters of Commissioner_Code are a Commissioning_Hub_Code, LAT_Code (apart from 'Q99'), 'X24' or 'XMD'.
Updated to '1' when NCBLocal_Flag is completed, NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not completed.
Updated to '1'  when Attend_Core_HRG is 'SB97Z' or 'SC97Z' or when Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450'.
Updated to '1' where Agreement_Line_Number, Commissioner_Reference_No, or Provider_Reference_No contain 'DENTAL' and NCBLocal_RuleApplied is completed but does not contain '|Secondary Dental'.
Set to '1' when GP_Practice_Type_NCB is 'Military'.
Set to '1' when Der_Record_Type is 'Curr', NCBLocal_RuleApplied is complete but does not contain '|Military Personnel', GP_Practice_Type_NCB is 'Military' and the first 3 characters of Commissioner_Code are '13Q'.
Update to '1' when NCBLocal_RuleApplied is complete but does not contain '|Military Personnel', GP_Practice_Type_NCB is complete but does not contain 'Non-NCB' and the first 3 characters of Commissioner_Code are 'XMD'.
Update to '1' when GP_Practice_Type_NCB is 'Offender'.
Update to '1' when Postcode_Type in the ODS Prison Postcode reference table is 'Unique'.",,,RK,AP,
1628,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,NCBLocal_Flag,"Indicates whether the attendance is identified by any of the locally derived direct commissioning rules (i.e. Secondary Dental, Military Personnel, Offender Health or Provider Supplied).",varchar(1),Yes,"Set as '0' where Der_Dupe_Flag is '0' and Der_Attendance_Type is 'Attend'; only ever update records which have this value from this point, null records are ignored from this point on.
Updated to '1' when NCBLocal_Flag is completed and the first 3 characters of Commissioner_Code are a Commissioning_Hub_Code, LAT_Code (apart from 'Q99'), 'X24' or 'XMD'.
Updated to '1' when NCBLocal_Flag is completed, NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not completed.
Updated to '1'  when Attend_Core_HRG is 'SB97Z' or 'SC97Z' or when Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450'.
Updated to '1' where Agreement_Line_Number, Commissioner_Reference_No, or Provider_Reference_No contain 'DENTAL' and NCBLocal_RuleApplied is completed but does not contain '|Secondary Dental'.
Set to '1' when GP_Practice_Type_NCB is 'Military'.
Set to '1' when Der_Record_Type is 'Curr', NCBLocal_RuleApplied is complete but does not contain '|Military Personnel', GP_Practice_Type_NCB is 'Military' and the first 3 characters of Commissioner_Code are '13Q'.
Update to '1' when NCBLocal_RuleApplied is complete but does not contain '|Military Personnel', GP_Practice_Type_NCB is complete but does not contain 'Non-NCB' and the first 3 characters of Commissioner_Code are 'XMD'.
Update to '1' when GP_Practice_Type_NCB is 'Offender'.
Update to '1' when Postcode_Type in the ODS Prison Postcode reference table is 'Unique'.",,,RK,AP,
1691,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,NCBLocal_Flag,"Indicates whether the attendance is identified by any of the locally derived direct commissioning rules (i.e. Secondary Dental, Military Personnel, Offender Health or Provider Supplied).",varchar(1),Yes,"Set as '0' where Der_Dupe_Flag is '0' and Der_Attendance_Type is 'Attend'; only ever update records which have this value from this point, null records are ignored from this point on.
Updated to '1' when NCBLocal_Flag is completed and the first 3 characters of Commissioner_Code are a Commissioning_Hub_Code, LAT_Code (apart from 'Q99'), 'X24' or 'XMD'.
Updated to '1' when NCBLocal_Flag is completed, NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not completed.
Updated to '1'  when Attend_Core_HRG is 'SB97Z' or 'SC97Z' or when Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450'.
Updated to '1' where Agreement_Line_Number, Commissioner_Reference_No, or Provider_Reference_No contain 'DENTAL' and NCBLocal_RuleApplied is completed but does not contain '|Secondary Dental'.
Set to '1' when GP_Practice_Type_NCB is 'Military'.
Set to '1' when Der_Record_Type is 'Curr', NCBLocal_RuleApplied is complete but does not contain '|Military Personnel', GP_Practice_Type_NCB is 'Military' and the first 3 characters of Commissioner_Code are '13Q'.
Update to '1' when NCBLocal_RuleApplied is complete but does not contain '|Military Personnel', GP_Practice_Type_NCB is complete but does not contain 'Non-NCB' and the first 3 characters of Commissioner_Code are 'XMD'.
Update to '1' when GP_Practice_Type_NCB is 'Offender'.
Update to '1' when Postcode_Type in the ODS Prison Postcode reference table is 'Unique'.",,,RK,AP,
1750,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,NCBPST_Flag,Indicates whether the attendance has been identified as specialised activity as produced by the 2014/15 Prescribed Specialised Services Identification Tool.,varchar(1),Yes,"An output table of the PSS Tool is looked at, and where there is a service line attached to a record (the record is directly commissioned), then NCBPST_Flag is assigned a '1', otherwise '0'.",,,RK,AP,
63,NHSE_SEM_Live,tbl_Data_SEM_AEA_1314_Der,dbo,NCBLocal_NPoC,The local NPoC for the attendance (not applicable for A&E).,varchar(4),No,,,,RK,AP,pretty much blank it data?
82,NHSE_SEM_Live,tbl_Data_SEM_AEA_1415_Der,dbo,NCBLocal_NPoC,The local NPoC for the attendance (not applicable for A&E).,varchar(4),No,,,,RK,AP,pretty much blank it data?
103,NHSE_SEM_Live,tbl_Data_SEM_AEA_1516_Der,dbo,NCBLocal_NPoC,The local NPoC for the attendance (not applicable for A&E).,varchar(4),No,,,,RK,AP,pretty much blank it data?
125,NHSE_SEM_Live,tbl_Data_SEM_AEA_1617_Der,dbo,NCBFinal_ServiceLine,The definitive service line for the attendance.,varchar(8),Yes,"Set as 'NCB_Milit' when NCBLocal_RuleApplied contains '|Military Personnel' and NCBLocal_RuleApplied does not contain '- RRU', otherwise leave null.",,,RK,AP,
1600,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Der,dbo,NCBLocal_NPoC,"The local NPoC for the attendance, including values derived from the service line submitted by the provider for Provider Supplied flagged activity.",varchar(4),Yes,"Where this is not complete, concatenates NPoC_Category from the three NPoC tables used in processing where NCBLocal_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub Code, a Local Area Team Code (that isn't 'Q99'), 'X24' or 'XMD'.
Also adds this concatenation of fields where NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not complete.
When NCBLocal_Flag is completed set as 'B03' where Attend_Core_HRG is 'SB97Z' and 'B01' where Attend_Core_HRG is 'SC97Z'.",,,RK,AP,
1630,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,NCBLocal_NPoC,"The local NPoC for the attendance, including values derived from the service line submitted by the provider for Provider Supplied flagged activity.",varchar(4),Yes,"Where this is not complete, concatenates NPoC_Category from the three NPoC tables used in processing where NCBLocal_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub Code, a Local Area Team Code (that isn't 'Q99'), 'X24' or 'XMD'.
Also adds this concatenation of fields where NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not complete.
When NCBLocal_Flag is completed set as 'B03' where Attend_Core_HRG is 'SB97Z' and 'B01' where Attend_Core_HRG is 'SC97Z'.",,,RK,AP,
1693,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,NCBLocal_NPoC,"The local NPoC for the attendance, including values derived from the service line submitted by the provider for Provider Supplied flagged activity.",varchar(4),Yes,"Where this is not complete, concatenates NPoC_Category from the three NPoC tables used in processing where NCBLocal_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub Code, a Local Area Team Code (that isn't 'Q99'), 'X24' or 'XMD'.
Also adds this concatenation of fields where NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not complete.
When NCBLocal_Flag is completed set as 'B03' where Attend_Core_HRG is 'SB97Z' and 'B01' where Attend_Core_HRG is 'SC97Z'.",,,RK,AP,
1751,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,NCBPST_ServiceLine,The dominant service line for the attendance.,varchar(8),Yes,"An output table of the PSS Tool is looked at, and the 'ServiceLine' field from that table is used here.",,,RK,AP,
64,NHSE_SEM_Live,tbl_Data_SEM_AEA_1314_Der,dbo,NCBLocal_RuleApplied,The local rule that has been applied to identify Military Personnel or Offender Health attendances.,varchar(100),Yes,"Only apply these rules where NCBLocal_Flag is ?1?.
Set as '|Provider Submitted' where the first 3 characters of Commissioner_Code are a Commissioning Hub Code, ?X24?, ?XMD? or a Local Area Team code that is not ?Q99?.
When GP_Practice_Type_NCB is ?Military?, Der_Record_Type is ?Hist? and GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999' then '|Military Personnel (Practice)' is added, unless GP_Practice_Name contains ?RRU?, in which case '|Military Personnel (Practice ? RRU)? is added.
When  Der_Record_Type is ?Curr?, GP_Practice_Type_NCB is ?Military?, the first 3 characters of Commissioner_Code are ?13Q? then add '|Military Personnel (Practice)', or '|Military Personnel (Practice ? RRU)' if GP_Practice_Name contains ?RRU?.
When GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', Der_Record_Type is ?Hist?, GP_Practice_Type_NCB is not ?Non-NCB? and the first 3 characters of Commissioner_Code are ?XMD? add '|Military Personnel (XMD)'.
When GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999' and GP_Practice_Type_NCB is ?Offender? add '|Offender Health (Practice)'.
When the patient?s postcode is that of a prison, and the Postcode_Type in the ODS Prison Postcode reference table is ?Unique? then add '|Offender Health (Postcode)'.",,,RK,AP,
